🇨🇳 4K,#genre#
CCTV5+[1920*1080],http://39.134.66.110/PLTV/88888888/224/3221225507/index.m3u8
CCTV6[1920*1080],http://39.134.66.110/PLTV/88888888/224/3221225814/index.m3u8
CCTV7[1920*1080],http://39.134.66.110/PLTV/88888888/224/3221225671/index.m3u8
CCTV8[1920*1080],http://39.134.66.110/PLTV/88888888/224/3221225795/index.m3u8
CCTV9[1920*1080],http://39.134.66.110/PLTV/88888888/224/3221225676/index.m3u8
CCTV9[1920*1080],http://39.134.65.208/PLTV/88888888/224/3221225676/index.m3u8
CCTV10[1920*1080],http://39.134.66.110/PLTV/88888888/224/3221225677/index.m3u8
CCTV10[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV12[1920*1080],http://39.134.66.110/PLTV/88888888/224/3221225669/index.m3u8
CCTV14[1920*1080],http://39.134.66.110/PLTV/88888888/224/3221225674/index.m3u8
CCTV14[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV14[1920*1080],http://39.134.65.162/PLTV/88888888/224/3221225674/index.m3u8
CCTV17[1920*1080],http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8

CCTV1[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576803.m3u8
CCTV2[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576703.m3u8
CCTV3[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576503.m3u8
CCTV4[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576603.m3u8
CCTV5[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576403.m3u8
CCTV5+[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576303.m3u8
CCTV6[1920*1080],http://183.204.13.13/1.v.smtcdns.net/mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8
CCTV7[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576203.m3u8
CCTV8[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576103.m3u8
CCTV9[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576003.m3u8
CCTV11[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575903.m3u8
CCTV12[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575803.m3u8
CCTV13[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575703.m3u8
CCTV14[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575603.m3u8
CCTV15[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575503.m3u8
CCTV16[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575403.m3u8
CCTV16[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575103.m3u8
CCTV17[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575303.m3u8

CCTV4K[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575203.m3u8
CCTV8K[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2020603421.m3u8

CCTV兵器科技[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513403.m3u8
CCTV第一剧场[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
CCTV怀旧剧场[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012511203.m3u8
CCTV风云剧场[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
CCTV风云音乐[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
CCTV风云足球[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
CCTV电视指南[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514003.m3u8
CCTV女性时尚[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513903.m3u8
CCTV央视文化精品[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513803.m3u8
CCTV世界地理[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
CCTV高尔夫网球[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012512503.m3u8
CCTV央视台球[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513703.m3u8
CCTV卫生健康[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513503.m3u8
CGTN纪录[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022574703.m3u8
CGTN西语[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022571703.m3u8
CGTN法语[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022574903.m3u8
CGTN阿语[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022574603.m3u8
CGTN俄语[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022574803.m3u8

//移动宽带央卫
CCTV5[1920*1080],https://node1.olelive.com:6443/live/CCTV5PHD/hls.m3u8
CCTV12[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CNA新闻[1920*1080],https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
亚洲新闻[1920*1080],https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
半岛新闻[1920*1080],http://live-hls-web-aje.getaj.net/AJE/01.m3u8
中国教育1[1920*1080],http://183.204.13.13/1.v.smtcdns.net/mobilelive-ds.ysp.cctv.cn/ysp/2022823801.m3u8



🇨🇳丨卫视,#genre#
安徽卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
北京卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000017156&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
北京卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东方卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000030202&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
东方卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东南卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
东南卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视[1920*1080],http://113.57.103.216:9000/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视[1920*1080],http://183.94.1.118:8801/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
贵州卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
海南卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视[1920*1080][768*576],http://113.57.103.216:9000/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视[1920*1080],http://183.94.1.118:8801/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
黑龙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视[1920*1080],http://113.57.103.216:9000/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江影视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
湖北卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
湖北卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖南卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
吉林卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000002000027730&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
吉林卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
江苏卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000004684&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
江苏卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视[1920*1080],http://183.94.1.118:8801/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
江西卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
辽宁卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
辽宁卫视[1920*1080],http://113.57.103.216:9000/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视[1024*576][1024*576],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000002000014080&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
青海卫视[1280*720][1280*720],http://stream.qhbtv.com/qhws/sd/live.m3u8
青海卫视[1280*720][1280*720],http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
青海卫视[1280*720][1280*720],http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
青海卫视[1280*720][1280*720],http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
山东卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000012807&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
山东卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
上海卫视[1920*1080],http://113.57.103.216:9000/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000011645&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
深圳卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
四川卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000000831&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
天津卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
延边卫视[1280*720][1280*720],http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视[1280*720][1280*720],http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边卫视[1280*720][1280*720],http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
云南卫视[1280*720][1280*720],http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
云南卫视[1280*720][1280*720],http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8
云南卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000002000024694&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
浙江卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
浙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视[1920*1080],http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
重庆卫视[1920*1080],http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000002000018937&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
重庆卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视[1920*1080],https://sjlivecdn9.cbg.cn/204912315959/app_2/_definst_/ls_2.stream/chunklist.m3u8

湖南卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.127:5146?Cf=cfss.cc
浙江卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.33:5146?Cf=cfss.cc
江苏卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.18:5146?Cf=cfss.cc
江苏卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.90:5146?Cf=cfss.cc
东方卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.218:5146?Cf=cfss.cc
东方卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.156:5146?Cf=cfss.cc
安徽卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.92:5146?Cf=cfss.cc
安徽卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.183:5146?Cf=cfss.cc
北京卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.4:5146?Cf=cfss.cc
北京卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.151:5146?Cf=cfss.cc
北京卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.91:5146?Cf=cfss.cc
天津卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.182:5146?Cf=cfss.cc
天津卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.97:5146?Cf=cfss.cc
天津卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.131:5146?Cf=cfss.cc
山东卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.94:5146?Cf=cfss.cc
江西卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.149:5146?Cf=cfss.cc
湖北卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.93:5146?Cf=cfss.cc
湖北卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.174:5146?Cf=cfss.cc
湖北卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.95:5146?Cf=cfss.cc
湖北卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.128:5146?Cf=cfss.cc
辽宁卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.123:5146?Cf=cfss.cc
辽宁卫视 )[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.161:5146?Cf=cfss.cc
黑龙江卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.6:5146?Cf=cfss.cc
黑龙江卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.179:5146?Cf=cfss.cc
黑龙江卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.93:5146?Cf=cfss.cc
黑龙江卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.124:5146?Cf=cfss.cc
四川卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.215:5146?Cf=cfss.cc
四川卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.159:5146?Cf=cfss.cc
河南卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.229:5146?Cf=cfss.cc
河南卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.17:5146?Cf=cfss.cc
云南卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.253.43.100:5146?Cf=cfss.cc
重庆卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.162:5146?Cf=cfss.cc
重庆卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.182:5146?Cf=cfss.cc
河北卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.214:5146?Cf=cfss.cc
河北卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.148:5146?Cf=cfss.cc
东南卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.104:5146?Cf=cfss.cc
湖南卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.132:8012
东方卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.136:8032
浙江卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.137:8036
江苏卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.135:8028
北京卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.241:8000
深圳卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.134:8020
广东卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.142:8048
安徽卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.211:8064
天津卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.141:1234
重庆卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.122:8160
山东卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.209:8052
黑龙江卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.133:8016
河北卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.148:8072
辽宁卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.210:8056
湖北卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.138:8044
吉林卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.240:8172
贵州卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.149:8076
东南卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.156:8148
江西卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.123:8164

北京卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
东方卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
天津卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927003.m3u8
重庆卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000297803.m3u8
黑龙江卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000293903.m3u8
辽宁卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000281303.m3u8
河北卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000293403.m3u8
山东卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294803.m3u8
安徽卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000298003.m3u8
河南卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000296103.m3u8
湖北卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294503.m3u8
湖南卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
江西卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294103.m3u8
江苏卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000295603.m3u8
浙江卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000295503.m3u8
东南卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292503.m3u8
广东卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
深圳卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292203.m3u8
广西卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294203.m3u8
贵州卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000293303.m3u8
四川卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000295003.m3u8
新疆卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927403.m3u8
海南卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000291503.m3u8
兵团卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/mobilelive-ds.ysp.cctv.cn/ysp/2022606701.m3u8
北京卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=bjws
东方卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=dfws
浙江卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=zjws
江苏卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=jsws
山东卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=sdws
安徽卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=ahws
广东卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=gdws
天津卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=tjws
东南卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=dnws
河北卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=hbws
河南卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=hnws
辽宁卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=lnws
黑龙江卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=hljws
深圳卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=szws
湖北卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=fbws
江西卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=jxws
重庆卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=cqws
四川卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=scws
海南卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=hinws
新疆卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=xjws



NewTV高清,#genre#
NewTV爱情喜剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV超级电视剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV超级电影[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV超级体育[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV超级综艺[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV潮妈辣婆[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV东北热剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV动作电影[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV海外剧场[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV欢乐剧场[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV金牌综艺[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTV惊悚悬疑[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV精品大剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV精品纪录[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTV精品萌宠[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTV精品体育[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTV军旅剧场[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV军事评论[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV明星大片[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
